GenBank_ID	NCBI_taxid	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species	In_default_rep_db
NC_085668	1770165	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Micromeles	Micromeles_zahlbruckneri	FALSE
NC_072914	190005	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neillia	Neillia_gracilis	TRUE
NC_072915	141009	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neillia	Neillia_hanceana	FALSE
NC_054178	190009	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neillia	Neillia_incisa	FALSE
NC_072916	1043504	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neillia	Neillia_serratisepala	FALSE
NC_072917	190007	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neillia	Neillia_uekii	FALSE
NC_072918	32235	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neviusia	Neviusia_alabamensis	TRUE
NC_072919	1961200	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Neviusia	Neviusia_cliftonii	FALSE
NC_072920	32237	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Oemleria	Oemleria_cerasiformis	TRUE
NC_045420	36618	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Osteomeles	Osteomeles_schwerinae	TRUE
NC_053688	1881092	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Osteomeles	Osteomeles_subrotunda	FALSE
NC_016921	519533	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pentactina	Pentactina_rupicola	TRUE
NC_045421	2305213	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Phippsiomeles	Phippsiomeles_matudae	TRUE
NC_045422	661346	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Phippsiomeles	Phippsiomeles_mexicana	FALSE
NC_045353	2675832	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_beckii	TRUE
NC_086562	661340	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_chihsiniana	FALSE
NC_062336	2873988	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_crassifolia	FALSE
NC_062337	294377	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_glabra	FALSE
NC_063083	661342	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_glomerata	FALSE
NC_065652	661359	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_hirsuta	FALSE
NC_065655	661360	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_impressivena	FALSE
NC_045344	661343	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_integrifolia	FALSE
NC_086563	2305212	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_kwangsiensis	FALSE
NC_045354	2675833	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_lanuginosa	FALSE
NC_086558	2291143	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_lasiogyna	FALSE
NC_045352	661344	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_lochengensis	FALSE
NC_086564	661345	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_loriformis	FALSE
NC_082056	455101	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_parvifolia	FALSE
NC_045355	661349	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_prionophylla	FALSE
NC_085644	661350	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_prunifolia	FALSE
NC_065653	2865624	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_pustulata	FALSE
NC_086565	661351	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_raupingensis	FALSE
NC_045331	140999	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_serratifolia	FALSE
NC_045416	664754	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_sorbifolia	FALSE
NC_086566	665325	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Photinia	Photinia_stenophylla	FALSE
NC_065734	190008	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Physocarpus	Physocarpus_amurensis	TRUE
NC_077593	133202	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Physocarpus	Physocarpus_opulifolius	FALSE
NC_046739	393623	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potaninia	Potaninia_mongolica	TRUE
NC_087010	1732545	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_acaulis	TRUE
NC_086992	714487	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_ancistrifolia	FALSE
NC_087007	3091635	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_angustiloba	FALSE
NC_087011	654633	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_argentea	FALSE
NC_088441	654645	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_articulata	FALSE
NC_087000	3091636	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_asperrima	FALSE
NC_087038	654646	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_californica	FALSE
NC_087035	1076577	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_canadensis	FALSE
NC_041209	714646	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_centigrana	FALSE
NC_087006	654631	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_chrysantha	FALSE
NC_086988	1541695	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_clandestina	FALSE
NC_087039	3121473	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_clevelandii	FALSE
NC_087013	1732547	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_conferta	FALSE
NC_086986	1732548	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_coriandrifolia	FALSE
NC_086999	654613	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_crebridens	FALSE
NC_087022	1472690	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_cryptotaeniae	FALSE
NC_087021	3091642	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_delavayi	FALSE
NC_087002	667246	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_desertorum	FALSE
NC_051504	1486345	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_ancistrifolia	FALSE
NC_087033	57940	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_erecta	FALSE
NC_080342	667249	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_eriocarpa	FALSE
NC_086989	1778369	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_flagellaris	FALSE
NC_086991	57939	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_fragarioides	FALSE
NC_041210	667250	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_freyniana	FALSE
NC_087009	667252	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_gelida	FALSE
NC_087041	57925	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_gordonii	FALSE
NC_041199	176126	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_hebiichigo	FALSE
NC_087001	1819533	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_hololeuca	FALSE
NC_086996	516013	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_inclinata	FALSE
NC_041178	13044	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_indica	FALSE
NC_068636	1082504	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_kleiniana	FALSE
NC_087012	1961204	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_lancinata	FALSE
NC_086994	667262	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_leucophylla	FALSE
NC_058280	539895	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_lineata	FALSE
NC_086998	667264	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_longifolia	FALSE
NC_086980	667228	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_micropetala	FALSE
NC_086983	654634	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_microphylla	FALSE
NC_087043	3121474	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_muirii	FALSE
NC_087017	667269	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_multicaulis	FALSE
NC_086995	210859	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_multifida	FALSE
NC_087015	1732550	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_multifida	FALSE
NC_087045	2713430	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_multifoliolata	FALSE
NC_087008	1819538	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_nervosa	FALSE
NC_087005	57942	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_nivea	FALSE
NC_087003	1819540	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_pamiroalaica	FALSE
NC_053696	1045296	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_parvifolia	FALSE
NC_087034	3121475	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_patellifera	FALSE
NC_087020	3121465	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_plumosa	FALSE
NC_087018	1562891	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_potaninii	FALSE
NC_087044	1961205	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_purpurascens	FALSE
NC_087032	1541697	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_purpurea	FALSE
NC_087037	57933	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_reptans	FALSE
NC_087046	1008379	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sabulosa	FALSE
NC_072931	667282	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_saundersiana	FALSE
NC_087042	3089657	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sericata	FALSE
NC_087004	1819547	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sericea	FALSE
NC_087040	1042667	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sericoleuca	FALSE
NC_087031	1541698	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sikkimensis	FALSE
NC_087036	667283	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_simplex	FALSE
NC_086990	714647	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_simulatrix	FALSE
NC_087019	3121463	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sinonivea	FALSE
NC_058248	1732551	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_sischanensis	FALSE
NC_086982	210862	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_stenophylla	FALSE
NC_044418	654617	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_stolonifera	FALSE
NC_050934	1732552	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_suavis	FALSE
NC_085761	667287	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_supina	FALSE
NC_087014	654620	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_tanacetifolia	FALSE
NC_086987	667297	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_tetrandra	FALSE
NC_087016	1778373	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_verticillaris	FALSE
NC_086997	667294	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla_virgata	FALSE
NC_045414	1826815	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_amphidoxa	TRUE
NC_045413	2109368	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_arguta	FALSE
NC_045412	661356	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_blinii	FALSE
NC_065654	2654667	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_pilosicalyx	FALSE
NC_045417	1826816	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_tomentosa	FALSE
NC_045411	193308	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_villosa	FALSE
NC_062335	2654668	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pourthiaea	Pourthiaea_zhejiangensis	FALSE
NC_072921	133203	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prinsepia	Prinsepia_sinensis	TRUE
NC_063474	32240	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prinsepia	Prinsepia_uniflora	FALSE
NC_021455	1308043	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prinsepia	Prinsepia_utilis	FALSE
NC_053693	140662	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_apetala	FALSE
NC_043901	36596	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_armeniaca	FALSE
NC_044701	42229	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_avium	FALSE
NC_068700	1170639	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_brachypoda	FALSE
NC_044123	136465	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_campanulata	FALSE
NC_068605	36595	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_cerasifera	FALSE
NC_035891	378224	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_cerasoides	FALSE
NC_066420	140311	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_cerasus	FALSE
NC_066415	1170640	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_clarofolia	FALSE
NC_072946	1642854	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_conadenia	FALSE
NC_066417	456515	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_conradinae	FALSE
NC_066416	1891964	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_crataegifolia	FALSE
NC_039735	151430	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_davidiana	FALSE
NC_051894	2762727	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_dictyoneura	FALSE
NC_056266	552830	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_dielsiana	FALSE
NC_056362	1642861	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_discadenia	FALSE
NC_066413	1008929	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_discoidea	FALSE
NC_066424	1891965	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_dolichadenia	FALSE
NC_050959	3758	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_domestica	FALSE
NC_064107	2740320	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_duclouxii	FALSE
NC_034696	3755	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_dulcis	FALSE
NC_054253	151431	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_fasciculata	FALSE
NC_054254	151433	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_fruticosa	FALSE
NC_059022	2783863	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_fujianensis	FALSE
NC_059024	2783864	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_gongshanensis	FALSE
NC_059025	2576276	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_himalaica	FALSE
NC_035880	434060	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_humilis	FALSE
NC_059027	140651	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_hypoleuca	FALSE
NC_053881	2291138	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_hypoxantha	FALSE
NC_059023	928658	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_incisoserrata	FALSE
NC_053703	97319	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_japonica	FALSE
NC_068604	1679435	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_jenkinsii	FALSE
NC_053689	1813458	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_jingningensis	FALSE
NC_023956	329890	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_kansuensis	FALSE
NC_065244	1813533	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_kanzakura	FALSE
NC_068706	32242	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_laurocerasus	FALSE
NC_064105	140657	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_maackii	FALSE
NC_066421	129217	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_mahaleb	FALSE
NC_068703	122122	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_mandshurica	FALSE
NC_045230	2491139	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_matuurae	FALSE
NC_026981	97306	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_maximowiczii	FALSE
NC_040125	151332	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_mira	FALSE
NC_037849	1501231	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_mongolica	FALSE
NC_072947	1642862	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_mugus	FALSE
NC_023798	102107	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_mume	FALSE
NC_068702	552834	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_napaulensis	FALSE
NC_068701	983191	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_obtusata	FALSE
NC_026982	97307	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_padus	FALSE
NC_037850	983195	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_pedunculata	FALSE
NC_014697	3760	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_persica	FALSE
NC_065751	552835	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_phaeosticta	FALSE
NC_066411	983196	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_pleiocerasus	FALSE
NC_072948	1642864	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_polytricha	FALSE
NC_030599	151439	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_pseudocerasus	FALSE
NC_066414	1642865	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_pusilliflora	FALSE
NC_048528	1642855	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_rufa	FALSE
NC_047442	88123	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_salicina	FALSE
NC_060490	551137	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_salicina_x_Prunus_armeniaca	FALSE
NC_060352	97308	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_sargentii	FALSE
NC_053694	2854737	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_sargentii	FALSE
NC_064106	497077	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_schneideriana	FALSE
NC_059026	983205	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_sericea	FALSE
NC_036133	23207	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_serotina	FALSE
NC_072949	1358727	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_serrula	FALSE
NC_066418	97321	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_serrulata	FALSE
NC_068704	151440	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_sibirica	FALSE
NC_043921	378228	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_speciosa	FALSE
NC_068705	552837	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_stipulacea	FALSE
NC_066423	1642867	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_szechuanica	FALSE
NC_061417	1642868	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_takasagomontana	FALSE
NC_039379	97309	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_takesimensis	FALSE
NC_066422	1642869	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_tatsienensis	FALSE
NC_044965	140661	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_tenella	FALSE
NC_066419	2133964	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_tianshanica	FALSE
NC_036394	105667	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_tomentosa	FALSE
NC_068683	401067	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_topengii	FALSE
NC_064108	1642870	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_trichantha	FALSE
NC_066412	1642871	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_trichostoma	FALSE
NC_046742	552838	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_triloba	FALSE
NC_068527	391057	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_ursina	FALSE
NC_065730	391058	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_ussuriensis	FALSE
NC_068699	133204	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_virginiana	FALSE
NC_081501	1398537	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_x_cistena	FALSE
NC_026980	3759	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_yedoensis	FALSE
NC_072950	1642872	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_yunnanensis	FALSE
NC_062793	1052178	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_zhengheensis	FALSE
NC_043926	232787	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus_zippeliana	FALSE
NC_088511	3091706	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Purshia	Purshia_glandulosa	TRUE
NC_088513	32243	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Purshia	Purshia_tridentata	FALSE
NC_085632	690342	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyracantha	Pyracantha_angustifolia	TRUE
NC_062343	193309	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyracantha	Pyracantha_coccinea	FALSE
NC_059101	144562	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyracantha	Pyracantha_fortuneana	FALSE
NC_065243	436086	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_betulifolia	TRUE
NC_062432	36597	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_calleryana	FALSE
NC_045336	23211	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_communis	FALSE
NC_061917	141004	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_communis	FALSE
NC_061933	2911580	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_demetrii	FALSE
NC_061557	1943541	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_elata	FALSE
NC_067063	470520	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_fauriei	FALSE
NC_061558	1943543	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_georgica	FALSE
NC_034909	470525	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_pashia	FALSE
NC_085573	470526	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_phaeocarpa	FALSE
NC_061934	356590	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_pyraster	FALSE
NC_015996	3767	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_pyrifolia	FALSE
NC_061935	106573	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_salicifolia	FALSE
NC_023130	1143245	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_spinosa	FALSE
NC_070047	2967311	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_trilocularis	FALSE
NC_061559	1943556	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_turcomanica	FALSE
NC_041461	309349	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_ussuriensis	FALSE
NC_065242	2448454	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_ussuriensis_x_Pyrus_communis	FALSE
NC_065241	225117	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus_x_bretschneideri	FALSE
NC_061551	2890411	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rhaphiolepis	Rhaphiolepis_brevipetiolata	TRUE
NC_045332	2675834	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rhaphiolepis	Rhaphiolepis_ferruginea	FALSE
NC_045350	2675829	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rhaphiolepis	Rhaphiolepis_impressivena	FALSE
NC_045330	36624	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rhaphiolepis	Rhaphiolepis_indica	FALSE
NC_045333	2675835	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rhaphiolepis	Rhaphiolepis_lanceolata	FALSE
