GenBank_ID	NCBI_taxid	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species	In_default_rep_db
NC_054308	328098	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Acanthus	Acanthus_ilicifolius	TRUE
NC_070388	1605257	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Acanthus	Acanthus_leucostachyus	FALSE
NC_070389	76277	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Acanthus	Acanthus_mollis	FALSE
NC_022451	175694	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Andrographis	Andrographis_paniculata	TRUE
NC_041424	2315787	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Aphelandra	Aphelandra_knappiae	TRUE
NC_047414	82927	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Avicennia	Avicennia_marina	TRUE
NC_061403	1238153	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Avicennia	Avicennia_marina	FALSE
NC_063736	1134458	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Avicennia	Avicennia_officinalis	FALSE
NC_070081	489322	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Barleria	Barleria_cristata	TRUE
NC_070082	101743	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Barleria	Barleria_lupulina	FALSE
NC_048478	4189	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Barleria	Barleria_prionitis	FALSE
NC_070083	76356	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Barleria	Barleria_repens	FALSE
NC_070084	3014869	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Barleria	Barleria_siamensis	FALSE
NC_070085	1749380	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Barleria	Barleria_strigosa	FALSE
NC_046601	1569713	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Blepharis	Blepharis_ciliaris	TRUE
NC_084174	3080981	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Chroesthes	Chroesthes_longifolia	TRUE
NC_042162	714457	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Clinacanthus	Clinacanthus_nutans	TRUE
NC_080986	3056920	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Dicliptera	Dicliptera_tinctoria	TRUE
NC_079916	478911	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Ecbolium	Ecbolium_viride	TRUE
NC_039762	1204778	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Echinacanthus	Echinacanthus_attenuatus	TRUE
NC_035876	2029165	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Echinacanthus	Echinacanthus_lofuensis	FALSE
NC_039761	1279188	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Echinacanthus	Echinacanthus_longipes	FALSE
NC_039678	2079031	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Echinacanthus	Echinacanthus_longzhouensis	FALSE
NC_080349	521743	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Hygrophila	Hygrophila_ringens	TRUE
NC_070062	13571	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Hypoestes	Hypoestes_forskaolii	TRUE
NC_047476	141317	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_adhatoda	TRUE
NC_080235	141318	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_betonica	FALSE
NC_080242	1685546	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_demissa	FALSE
NC_044862	2038526	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_flava	FALSE
NC_080241	714472	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_gendarussa	FALSE
NC_080240	1685547	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_grossa	FALSE
NC_080236	1685548	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_latiflora	FALSE
NC_044668	1685549	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_leptostachya	FALSE
NC_080243	3040089	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_lianshanica	FALSE
NC_080238	1685551	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_patentiflora	FALSE
NC_080234	1685553	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_quadrifaria	FALSE
NC_080239	1685555	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_vagabunda	FALSE
NC_059953	714471	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia	Justicia_ventricosa	FALSE
NC_070340	76374	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Pachystachys	Pachystachys_lutea	TRUE
NC_056198	1082503	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Peristrophe	Peristrophe_japonica	TRUE
NC_057986	2816899	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Pseuderanthemum	Pseuderanthemum_haikangense	TRUE
NC_080237	3040088	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Rostellularia	Rostellularia_mollissima	TRUE
NC_062458	859317	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Rostellularia	Rostellularia_procumbens	FALSE
NC_060331	440931	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Ruellia	Ruellia_brittoniana	TRUE
NC_082429	440949	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Ruellia	Ruellia_elegans	FALSE
NC_080330	1176413	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Ruellia	Ruellia_simplex	FALSE
NC_080332	441023	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Ruellia	Ruellia_speciosa	FALSE
NC_064996	640501	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Staurogyne	Staurogyne_concinnula	TRUE
NC_060347	2824936	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_biocullata	TRUE
NC_060385	946018	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_crispa	FALSE
NC_037485	222567	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_cusia	FALSE
NC_084379	3065487	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_dalzielii	FALSE
NC_066801	259420	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_lupulina	FALSE
NC_058776	2872187	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_medahinnensis	FALSE
NC_059902	2792840	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Strobilanthes	Strobilanthes_tonkinensis	FALSE
NC_042720	593753	Streptophyta	Magnoliopsida	Malpighiales	Achariaceae	Hydnocarpus	Hydnocarpus_hainanensis	TRUE
NC_040946	1904701	Streptophyta	Magnoliopsida	Caryophyllales	Achatocarpaceae	Achatocarpus	Achatocarpus_nigricans	TRUE
NC_040947	2518633	Streptophyta	Magnoliopsida	Caryophyllales	Achatocarpaceae	Achatocarpus	Achatocarpus_pubescens	FALSE
NC_007407	4465	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	Acorus_calamus	TRUE
NC_010093	263995	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	Acorus_calamus	FALSE
NC_026299	55184	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	Acorus_gramineus	FALSE
NC_045294	123564	Streptophyta	Magnoliopsida	Acorales	Acoraceae	Acorus	Acorus_tatarinowii	FALSE
NC_034913	64478	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_arguta	TRUE
NC_043861	165782	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_callosa	FALSE
NC_026690	3625	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_chinensis	FALSE
NC_026691	3627	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_deliciosa	FALSE
NC_034914	165200	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_eriantha	FALSE
NC_051888	165705	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_fulvicoma	FALSE
NC_051879	165707	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_hemsleyana	FALSE
NC_034915	165710	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_kolomikta	FALSE
NC_046507	165201	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_lanceolata	FALSE
NC_051880	165711	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_latifolia	FALSE
NC_066502	222504	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_lijiangensis	FALSE
NC_051887	165712	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_macrosperma	FALSE
NC_031186	64480	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_polygama	FALSE
NC_053769	2781649	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_rubus	FALSE
NC_039973	165716	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_rufa	FALSE
NC_051881	64481	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_setosa	FALSE
NC_031187	1735015	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_tetramera	FALSE
NC_050357	165719	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_valvata	FALSE
NC_069068	1286525	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_venosa	FALSE
NC_046477	165720	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia_zhejiangensis	FALSE
NC_069196	448037	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Clematoclethra	Clematoclethra_scandens	TRUE
NC_069064	55387	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Saurauia	Saurauia_napaulensis	TRUE
NC_044098	374845	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Saurauia	Saurauia_tristyla	FALSE
NC_034792	4208	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Adoxa	Adoxa_moschatellina	TRUE
NC_051521	57203	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_adnata	TRUE
NC_081463	57008	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_canadensis	FALSE
NC_066018	28503	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_ebulus	FALSE
NC_051520	57009	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_javanica	FALSE
NC_086590	1053966	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_mexicana	FALSE
NC_045061	4202	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_nigra	FALSE
NC_033878	180062	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus_williamsii	FALSE
NC_032040	122250	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sinadoxa	Sinadoxa_corydalifolia	TRUE
NC_034793	179091	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Tetradoxa	Tetradoxa_omeiensis	TRUE
NC_084405	4205	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_acerifolium	TRUE
NC_086696	1127633	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_amplificatum	FALSE
NC_037951	224736	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_betulifolium	FALSE
NC_045062	432674	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_brachybotryum	FALSE
NC_050741	1190427	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_burejaeticum	FALSE
NC_048464	2719321	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_carlesii_x_Viburnum_macrocephalum	FALSE
NC_072570	2291176	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_chinshanense	FALSE
NC_086692	61589	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_dentatum	FALSE
NC_057163	237933	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_dilatatum	FALSE
NC_056112	237939	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_farreri	FALSE
NC_086697	1444320	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_grandiflorum	FALSE
NC_072552	237942	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_japonicum	FALSE
NC_086695	61590	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_lentago	FALSE
NC_086516	237949	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_molle	FALSE
NC_046782	237951	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_odoratissimum	FALSE
NC_086694	179996	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_plicatum	FALSE
NC_056104	1127660	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_schensianum	FALSE
NC_086693	237959	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_tinus	FALSE
NC_032296	237963	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	Viburnum_utile	FALSE
NC_041280	107607	Streptophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Mesembryanthemum	Mesembryanthemum_cordifolium	TRUE
NC_029049	3544	Streptophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Mesembryanthemum	Mesembryanthemum_crystallinum	FALSE
NC_041241	221166	Streptophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Sesuvium	Sesuvium_portulacastrum	TRUE
NC_070250	216017	Streptophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Sesuvium	Sesuvium_sesuvioides	FALSE
NC_036991	45318	Streptophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Tetragonia	Tetragonia_tetragonoides	TRUE
NC_049582	1799556	Streptophyta	Magnoliopsida	Brassicales	Akaniaceae	Akania	Akania_lucens	TRUE
NC_037753	28529	Streptophyta	Magnoliopsida	Brassicales	Akaniaceae	Bretschneidera	Bretschneidera_sinensis	TRUE
NC_087717	120010	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_canaliculatum	TRUE
NC_087718	365729	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_gramineum	FALSE
NC_087719	365730	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_lanceolatum	FALSE
NC_044108	15000	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_plantago-aquatica	FALSE
NC_085164	365733	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_subcordatum	FALSE
NC_085165	365734	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_triviale	FALSE
NC_087720	365735	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	Alisma_wahlenbergii	FALSE
NC_045925	349097	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Caldesia	Caldesia_grandis	TRUE
NC_045926	217073	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Caldesia	Caldesia_parnassifolia	FALSE
NC_086573	430093	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Echinodorus	Echinodorus_grisebachii	TRUE
NC_087721	55479	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Luronium	Luronium_natans	TRUE
NC_067603	146149	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Sagittaria	Sagittaria_graminea	TRUE
NC_029815	258219	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Sagittaria	Sagittaria_lichuanensis	FALSE
NC_044119	63789	Streptophyta	Magnoliopsida	Alismatales	Alismataceae	Sagittaria	Sagittaria_trifolia	FALSE
NC_041554	160839	Streptophyta	Magnoliopsida	Liliales	Alstroemeriaceae	Alstroemeria	Alstroemeria_sp.	TRUE
NC_025306	198697	Streptophyta	Magnoliopsida	Liliales	Alstroemeriaceae	Bomarea	Bomarea_edulis	TRUE
NC_025333	59097	Streptophyta	Magnoliopsida	Liliales	Alstroemeriaceae	Luzuriaga	Luzuriaga_radicans	TRUE
NC_046936	63358	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_acalycina	TRUE
NC_047288	3020272	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_chinensis	FALSE
NC_048995	64109	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_excelsa	FALSE
NC_023092	63359	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_formosana	FALSE
NC_071836	3024860	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_multinervis	FALSE
NC_046937	63360	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_orientalis	FALSE
NC_071837	159571	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_siamensis	FALSE
NC_046938	4400	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_styraciflua	FALSE
NC_048981	366470	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	Liquidambar_yunnanensis	FALSE
NC_050063	240005	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Achyranthes	Achyranthes_aspera	TRUE
NC_050062	384659	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Achyranthes	Achyranthes_bidentata	FALSE
NC_050061	2066556	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Achyranthes	Achyranthes_longifolia	FALSE
NC_042798	381410	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Alternanthera	Alternanthera_philoxeroides	TRUE
NC_065857	124760	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_albus	TRUE
NC_065859	124761	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_blitoides	FALSE
NC_056982	338571	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_blitum	FALSE
NC_065855	1519436	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_capensis	FALSE
NC_040143	3567	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_caudatus	FALSE
NC_065854	1454539	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_crispus	FALSE
NC_065853	1053327	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_deflexus	FALSE
NC_053787	3565	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_hybridus	FALSE
NC_030770	28502	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_hypochondriacus	FALSE
NC_073000	124764	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_roxburghianus	FALSE
NC_065858	124765	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_spinosus	FALSE
NC_065856	1454548	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_standleyanus	FALSE
NC_065013	29722	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_tricolor	FALSE
NC_085814	277990	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus_tuberculatus	FALSE
NC_041294	46112	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Celosia	Celosia_argentea	TRUE
NC_045887	124768	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Celosia	Celosia_cristata	FALSE
NC_041262	2152776	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Cyathula	Cyathula_capitata	TRUE
NC_066401	384660	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Cyathula	Cyathula_officinalis	FALSE
NC_041267	240055	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Deeringia	Deeringia_amaranthoides	TRUE
NC_069834	221775	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Gomphrena	Gomphrena_globosa	TRUE
NC_046575	400493	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Ptilotus	Ptilotus_polystachyus	TRUE
NC_057096	1048809	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Oreosalsola	Oreosalsola_abrotanoides	TRUE
NC_035971	2033002	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Agapanthus	Agapanthus_coddii	TRUE
NC_040972	48666	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_altaicum	TRUE
NC_044666	4681	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ampeloprasum	FALSE
NC_084231	1174967	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_amphibolum	FALSE
NC_077652	105301	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_angulosum	FALSE
NC_068830	165603	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_anisopodium	FALSE
NC_062406	1476995	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ascalonicum	FALSE
NC_077653	165605	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_austrosibiricum	FALSE
NC_068829	165608	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_bidentatum	FALSE
NC_049099	138318	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_caeruleum	FALSE
NC_068787	166796	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_caesium	FALSE
NC_068828	1491822	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_caespitosum	FALSE
NC_062825	2056022	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_caricoides	FALSE
NC_072610	105480	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_carolinianum	FALSE
NC_024813	4679	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_cepa	FALSE
NC_057572	70754	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_cernuum	FALSE
NC_058218	743497	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_changduense	FALSE
NC_065779	1287971	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_chienchuanense	FALSE
NC_043922	130426	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_chinense	FALSE
NC_042154	743498	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_chrysanthum	FALSE
NC_042155	858900	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_chrysocephalum	FALSE
NC_068831	166797	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_condensatum	FALSE
NC_068788	2993537	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_confragosum	FALSE
NC_058219	88840	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_cyaneum	FALSE
NC_045912	105302	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_cyathophorum	FALSE
NC_045843	283479	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_cyathophorum	FALSE
NC_077654	2835296	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_dumebuchum	FALSE
NC_068827	165617	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_eduardii	FALSE
NC_045845	743500	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_fasciculatum	FALSE
NC_057975	2816322	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ferganicum	FALSE
NC_049100	70757	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_fetisowii	FALSE
NC_068789	166802	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_filidens	FALSE
NC_040222	35875	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_fistulosum	FALSE
NC_077655	165619	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_flavescens	FALSE
NC_049101	743502	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_forrestii	FALSE
NC_084232	1174970	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_fuscoviolaceum	FALSE
NC_050981	61299	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_galanthum	FALSE
NC_084233	3055941	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_glaciale	FALSE
NC_068790	1491823	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_glomeratum	FALSE
NC_088574	1287972	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_guanxianense	FALSE
NC_068791	166805	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_haneltii	FALSE
NC_042156	2490641	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_herderianum	FALSE
NC_065781	105303	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_hookeri	FALSE
NC_084234	165623	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_hymenorrhizum	FALSE
NC_067034	138325	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_jodanthum	FALSE
NC_057573	70761	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_karataviense	FALSE
NC_046030	105305	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_kingdonii	FALSE
NC_057579	669876	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_koreanum	FALSE
NC_080284	669877	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_linearifolium	FALSE
NC_062841	743504	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_listera	FALSE
